Region,OperatingSystem,InstanceType,OnDemand
us-east-1,Linux/UNIX (Amazon VPC),r5ad.4xlarge,1.048
us-east-1,Linux/UNIX (Amazon VPC),r5d.16xlarge,4.608
us-east-1,Linux/UNIX (Amazon VPC),m6g.xlarge,0.154
us-east-1,Linux/UNIX (Amazon VPC),m5.2xlarge,0.384
us-east-1,Linux/UNIX (Amazon VPC),r5ad.8xlarge,2.096
us-east-1,Linux/UNIX (Amazon VPC),c6g.xlarge,0.136
us-east-1,Linux/UNIX (Amazon VPC),d2.4xlarge,2.76
us-east-1,Linux/UNIX (Amazon VPC),c6gn.2xlarge,0.3456
us-east-1,Linux/UNIX (Amazon VPC),h1.8xlarge,1.872
us-east-1,Linux/UNIX (Amazon VPC),r6g.4xlarge,0.8064
us-east-1,Linux/UNIX (Amazon VPC),m6g.16xlarge,2.464
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.9xlarge,1.66
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.2xlarge,0.402
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m3.2xlarge,0.662
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.xlarge,0.2328
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.large,0.209
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.12xlarge,2.842
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.xlarge,0.196
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g2.2xlarge,0.78
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3.xlarge,0.2264
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.24xlarge,10.978
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3.metal,5.122
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3en.2xlarge,1.181
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.16xlarge,4.482
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.3xlarge,1.246
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.16xlarge,3.426
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.xlarge,0.286
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.metal,4.594
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m2.xlarge,0.305
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.medium,0.1052
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.4xlarge,0.746
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5n.12xlarge,3.706
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m2.2xlarge,0.55
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.24xlarge,6.658
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.4xlarge,1.178
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3a.2xlarge,0.4308
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.4xlarge,0.898
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.18xlarge,3.19
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5n.18xlarge,4.018
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5n.2xlarge,0.562
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.large,0.1504
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.4xlarge,0.81
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m3.large,0.193
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.8xlarge,2.802
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.8xlarge,1.938
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.4xlarge,0.954
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i2.4xlarge,3.54
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r4.4xlarge,1.194
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.12xlarge,2.2036
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g3s.xlarge,0.81
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.2xlarge,0.726
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.2xlarge,0.606
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.2xlarge,0.674
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x1.32xlarge,13.468
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.metal,10.978
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5a.24xlarge,4.258
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.metal,7.282
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5a.large,0.146
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.large,0.173
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.2xlarge,0.4372
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x2gd.metal,5.474
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.medium,0.0985
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.2xlarge,1.034
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.4xlarge,1.138
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t1.micro,0.08
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.large,0.1752
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d2.8xlarge,5.65
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m4.large,0.16
us-east-1,Red Hat Enterprise Linux (Amazon VPC),u-6tb1.112xlarge,54.73
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.metal,6.178
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.16xlarge,2.8948
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r4.8xlarge,2.258
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.xlarge,0.512
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.large,0.137
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.2xlarge,0.874
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c3.xlarge,0.27
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.8xlarge,1.778
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.16xlarge,4.162
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5n.24xlarge,7.282
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m3.medium,0.127
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.2xlarge,0.542
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3.16xlarge,5.122
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t4g.2xlarge,0.3988
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3.8xlarge,2.626
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.xlarge,0.394
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t4g.micro,0.0684
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.6xlarge,2.112
us-east-1,Red Hat Enterprise Linux (Amazon VPC),f1.2xlarge,1.78
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m3.xlarge,0.326
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.large,0.186
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.4xlarge,0.9364
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.xlarge,0.214
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x2gd.medium,0.1435
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.large,0.286
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3.xlarge,0.372
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.2xlarge,0.582
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.xlarge,0.266
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.4xlarge,0.7444
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.12xlarge,3.706
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.2xlarge,0.7907
us-east-1,Red Hat Enterprise Linux (Amazon VPC),u-9tb1.112xlarge,82.03
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c4.large,0.16
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.8xlarge,1.362
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3a.medium,0.0976
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r4.2xlarge,0.662
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t4g.large,0.1272
us-east-1,Red Hat Enterprise Linux (Amazon VPC),a1.xlarge,0.162
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c4.4xlarge,0.926
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.8xlarge,1.506
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.large,0.1368
us-east-1,Red Hat Enterprise Linux (Amazon VPC),a1.medium,0.0855
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3a.micro,0.0694
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.12xlarge,3.394
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c3.large,0.165
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.16xlarge,2.594
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3.large,0.1432
us-east-1,Red Hat Enterprise Linux (Amazon VPC),inf1.6xlarge,1.31
us-east-1,Red Hat Enterprise Linux (Amazon VPC),cc2.8xlarge,2.13
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.metal,2.594
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.8xlarge,1.362
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3en.8xlarge,4.33576
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d2.4xlarge,2.89
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.4xlarge,0.746
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.large,0.246
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g3.4xlarge,1.27
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3.medium,0.1016
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t2.2xlarge,0.5012
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c3.2xlarge,0.55
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.12xlarge,4.138
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.medium,0.1032
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.medium,0.1104
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3.xlarge,0.559
us-east-1,Red Hat Enterprise Linux (Amazon VPC),h1.2xlarge,0.598
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.2xlarge,0.5908
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.8xlarge,2.434
us-east-1,Red Hat Enterprise Linux (Amazon VPC),a1.4xlarge,0.538
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.4xlarge,1.334
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.16xlarge,2.5876
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5a.16xlarge,2.882
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3en.12xlarge,6.43864
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4ad.4xlarge,0.997
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.3xlarge,1.121
us-east-1,Red Hat Enterprise Linux (Amazon VPC),inf1.xlarge,0.288
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.16xlarge,3.3556
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.2xlarge,0.4916
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g3.16xlarge,4.69
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.large,0.145
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3.micro,0.0704
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t2.large,0.1528
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c4.8xlarge,1.721
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p3.16xlarge,24.61
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.metal,2.5876
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m1.medium,0.147
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.12xlarge,2.434
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.8xlarge,2.514
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.metal,4.0941
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p3.8xlarge,12.37
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r4.large,0.193
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5n.2xlarge,0.726
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.medium,0.0984
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3a.xlarge,0.2104
us-east-1,Red Hat Enterprise Linux (Amazon VPC),f1.16xlarge,13.33
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x1e.xlarge,0.894
us-east-1,Red Hat Enterprise Linux (Amazon VPC),a1.metal,0.538
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.24xlarge,5.842
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i2.xlarge,0.913
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m1.xlarge,0.41
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g3.8xlarge,2.41
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.large,0.191
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c1.medium,0.19
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.large,0.156
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.24xlarge,7.042
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.2xlarge,0.5332
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.8xlarge,2.306
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p2.xlarge,0.96
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5n.4xlarge,0.994
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.24xlarge,5.554
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.12xlarge,2.8948
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.16xlarge,2.882
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.18xlarge,3.586
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.metal,4.738
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.12xlarge,4.594
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5n.large,0.209
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.12xlarge,4.042
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m4.2xlarge,0.53
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.xlarge,0.2616
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.xlarge,0.3903
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.24xlarge,4.258
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.xlarge,0.586
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.large,0.2252
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c3.8xlarge,1.81
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4ad.8xlarge,1.864
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.24xlarge,5.074
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d2.xlarge,0.75
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.8xlarge,2.034
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.2xlarge,0.47
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.xlarge,0.332
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.2xlarge,0.4756
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.12xlarge,3.586
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3.2xlarge,1.129
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.16xlarge,3.938
us-east-1,Red Hat Enterprise Linux (Amazon VPC),inf1.24xlarge,4.851
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3.8xlarge,4.12552
us-east-1,Red Hat Enterprise Linux (Amazon VPC),cr1.8xlarge,3.63
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.metal,7.042
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.xlarge,0.432
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.12xlarge,2.434
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r4.xlarge,0.396
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.xlarge,0.312
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5n.4xlarge,1.322
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t2.medium,0.1064
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.8xlarge,1.9732
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m1.large,0.235
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.metal,5.842
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.9xlarge,1.858
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.large,0.173
us-east-1,Red Hat Enterprise Linux (Amazon VPC),inf1.2xlarge,0.492
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m4.16xlarge,3.33
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5n.metal,4.018
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m4.10xlarge,2.13
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5n.xlarge,0.276
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.large,0.204
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.4xlarge,0.674
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p3dn.24xlarge,31.342
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.12xlarge,2.2996
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.metal,4.738
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.xlarge,0.322
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.4xlarge,1.282
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.8xlarge,2.226
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.large,0.1608
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5a.8xlarge,1.506
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m2.4xlarge,1.11
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.xlarge,0.252
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.24xlarge,8.146
us-east-1,Red Hat Enterprise Linux (Amazon VPC),h1.8xlarge,2.002
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.large,0.196
us-east-1,Red Hat Enterprise Linux (Amazon VPC),z1d.6xlarge,2.362
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p2.16xlarge,14.53
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.xlarge,0.2904
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.xlarge,0.286
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.xlarge,0.23
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r3.2xlarge,0.795
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t2.small,0.083
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.xlarge,0.348
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r3.8xlarge,2.79
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.8xlarge,1.666
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3.large,0.216
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.16xlarge,3.746
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.6xlarge,2.842
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x1.16xlarge,6.799
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.large,0.179
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m4.xlarge,0.26
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.metal,2.306
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.medium,0.1176
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.large,0.1464
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.16xlarge,3.746
us-east-1,Red Hat Enterprise Linux (Amazon VPC),h1.4xlarge,1.066
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.4xlarge,1.034
us-east-1,Red Hat Enterprise Linux (Amazon VPC),u-12tb1.112xlarge,109.33
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p4d.24xlarge,32.9026
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.large,0.163
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5a.12xlarge,2.194
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.12xlarge,3.154
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.24xlarge,5.554
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.12xlarge,2.17
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x2gd.16xlarge,5.474
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x2gd.xlarge,0.394
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.12xlarge,3.274
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.large,0.137
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.16xlarge,3.0228
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.8xlarge,1.7428
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x2gd.2xlarge,0.798
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r3.large,0.226
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.12xlarge,1.762
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.4xlarge,1.322
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.large,0.156
us-east-1,Red Hat Enterprise Linux (Amazon VPC),a1.2xlarge,0.334
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3en.6xlarge,3.284
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.xlarge,0.2408
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t3a.small,0.0788
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.large,0.146
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.24xlarge,4.738
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i2.2xlarge,1.835
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.8xlarge,1.218
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6gn.8xlarge,1.5124
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x1e.4xlarge,3.466
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.24xlarge,3.826
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.4xlarge,0.898
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m4.4xlarge,0.93
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.2xlarge,0.882
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m1.small,0.104
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.metal,8.146
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5n.12xlarge,2.986
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d2.2xlarge,1.51
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.4xlarge,0.8532
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.24xlarge,4.21
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3.4xlarge,1.378
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5.metal,4.21
us-east-1,Red Hat Enterprise Linux (Amazon VPC),h1.16xlarge,3.874
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.8xlarge,2.146
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.24xlarge,6.178
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5n.large,0.168
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.xlarge,0.214
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.metal,3.3556
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.metal,7.954
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.2xlarge,0.654
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.12xlarge,2.842
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.4xlarge,1.034
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6g.12xlarge,2.5492
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t4g.medium,0.0936
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x1e.2xlarge,1.798
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c6g.16xlarge,2.306
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.2xlarge,0.514
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5.16xlarge,3.202
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t2.xlarge,0.2456
us-east-1,Red Hat Enterprise Linux (Amazon VPC),i3en.12xlarge,5.554
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c1.xlarge,0.65
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3.4xlarge,2.128
us-east-1,Red Hat Enterprise Linux (Amazon VPC),u-6tb1.56xlarge,46.53391
us-east-1,Red Hat Enterprise Linux (Amazon VPC),t4g.xlarge,0.1944
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5d.2xlarge,0.706
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5d.8xlarge,1.938
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5a.2xlarge,0.582
us-east-1,Red Hat Enterprise Linux (Amazon VPC),x2gd.12xlarge,4.138
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5.2xlarge,0.634
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.metal,6.658
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r5b.24xlarge,7.282
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r3.xlarge,0.393
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.12xlarge,2.602
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.16xlarge,2.594
us-east-1,Red Hat Enterprise Linux (Amazon VPC),d3en.xlarge,0.586
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m6g.12xlarge,1.978
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.4xlarge,0.818
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5d.2xlarge,0.514
us-east-1,Red Hat Enterprise Linux (Amazon VPC),g2.8xlarge,2.73
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5a.2xlarge,0.438
us-east-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.4xlarge,1.0516
us-east-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.12xlarge,4.0941
us-east-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.xlarge,0.232
us-east-1,Red Hat Enterprise Linux (Amazon VPC),p2.8xlarge,7.33
